,,,,,,,,,,,All,,,,,,,ALL,,,,,Mic only,,,,,All,,,,,,,,None,,,,,None,,,,,None,,,,,All,,,,,,All,,,,,All,,,,,,All,,,,,,All,,,,,,All,,,,,,All,,,,,,All,,,,,,,,,,,,All,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,All,,,,,Mic,,,,,,,????,,,Mic,,,None,,,,,Mic,,,Mic,,,,,,
Appropriate,10,,Split ends repair,1,,0,0,0,0,0,-20,-12.5,-5,0,5,12.5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,-5,0,0,5,5,5,0,0,0,0,-5,40,10,5,5,-5,20,10,10,5,5,-5,2,1.75,1.5,1,0.5,0,0.125,0.109375,0.09375,0.0625,0.03125,0,0.25,0.21875,0.1875,0.125,0.0625,0,2,1.75,1.5,1,0.5,0,10,0,0,0,0,0,0,80,0,0,0,-40,0,0,0,0,0,0,0,0,5,5,20,0,0,0,0,0,0,0,0,0,0,-10,5,5,5,0,0,0,0,0,0,0,0,0,80,40,20,-20,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,,,,
,7.5,,Other,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Maybe Appropriate,5,Scalp,Anti Dandruff,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,40,20,80,5,-40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,-20,-40,0,0,5,0,0,0,,,,
,2.5,,Dry Scalp,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,5,0,0,0,0,0,5,0,0,0,0,0,0,-5,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,20,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,-40,80,80,40,10,-40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,80,0,40,-10,0,0,0,0,0,0,,,,
Neither Appropriate nor Inappropriate,0,,Scalp care generic,1,,0,0,0,0,0,0,0,0,0,0,0,0,5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,5,10,10,40,0,0,0,10,20,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,2,1.75,1.5,1,0.5,0,0.125,0.109375,0.09375,0.0625,0.03125,0,0.25,0.21875,0.1875,0.125,0.0625,0,2,1.75,1.5,1,0.5,0,0,0,0,0,0,40,5,0,0,0,0,0,40,40,40,80,80,-40,5,10,0,0,20,5,5,5,0,0,0,0,20,40,20,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,10,80,10,5,10,40,0,0,0,,,,
,-2.5,,Anti-itch,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,40,80,40,20,-40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,20,-5,0,0,0,0,0,0,,,,
Maybe Inappropriate,-5,Hair fall,Anti-breakage,1,,0,0,0,0,0,0,0,0,5,10,15,20,40,20,0,-5,-10,5,0,0,5,20,20,10,5,0,0,0,0,0,0,0,0,10,20,0,0,0,0,0,0,0,0,0,20,5,0,0,0,0,0,20,0,0,0,0,40,20,20,10,10,-5,4,3.5,3,2,1,-10,0.25,0.21875,0.1875,0.125,0.0625,-0.625,0.5,0.4375,0.375,0.25,0.125,-1.25,4,3.5,3,2,1,-10,80,10,5,0,0,10,0,10,0,0,0,-20,0,0,0,0,0,0,-20,5,0,0,80,0,0,0,0,0,0,0,0,10,-10,-10,0,0,0,5,5,10,20,0,0,0,0,0,10,5,10,0,5,0,0,0,0,20,5,0,0,0,0,0,0,0,0,0,5,0,5,10,,,,
,-7.5,,Hair fall generic,1,,0,0,0,0,0,0,0,0,5,10,15,20,20,10,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,10,20,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,20,10,10,5,5,0,2,1.75,1.5,1,0.5,-5,0.125,0.109375,0.09375,0.0625,0.03125,-0.3125,0.25,0.21875,0.1875,0.125,0.0625,-0.625,2,1.75,1.5,1,0.5,-5,20,5,5,0,5,80,0,0,0,0,0,-40,0,0,0,0,0,0,-20,10,0,0,0,0,0,0,0,0,0,0,40,0,-10,0,0,0,0,5,10,20,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,80,0,0,0,,,,
Inappropriate,-10,,Prevention,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,10,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,40,0,0,0,0,0,-40,0,0,0,0,10,5,-20,40,0,0,40,0,0,0,0,0,0,0,20,10,-10,0,-10,-10,-10,5,10,20,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,-10,20,20,0,0,0,,,,
,-15,,Hair regrowth,1,,0,0,0,0,0,0,0,0,0,0,0,0,5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,40,0,0,0,0,0,-40,0,0,0,0,0,0,-20,10,0,0,0,0,0,0,0,0,0,0,40,0,-10,0,0,0,0,0,5,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,,,,
Very Inappropriate,-20,Colour,Colour Protection,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,10,10,20,0,0,0,0,0,5,10,10,0,5,0,0,0,10,5,0,0,0,0,0,0,0,0,0,-2,-1.75,-1.5,-1,-0.5,80,2,1.75,1.5,1,0.5,-80,2,1.75,1.5,1,0.5,-80,-2,-1.75,-1.5,-1,-0.5,80,0,0,0,0,0,0,20,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,,,,
,-30,,Colour generic,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,10,10,20,0,0,0,0,0,0,0,10,0,5,0,0,0,10,5,0,0,0,0,0,0,0,0,0,-2,-1.75,-1.5,-1,-0.5,80,2,1.75,1.5,1,0.5,-80,2,1.75,1.5,1,0.5,-80,-2,-1.75,-1.5,-1,-0.5,80,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,,,,
Extremely Inappropriate,-40,Ageing,Anti ageing Generic,1,,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,5,0,0,-5,-10,10,10,5,0,0,0,0,0,0,0,0,5,10,5,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.75,1.5,1,0.5,0,0.125,0.109375,0.09375,0.0625,0.03125,0,0.25,0.21875,0.1875,0.125,0.0625,0,2,1.75,1.5,1,0.5,0,0,0,0,0,80,20,0,0,0,0,0,0,0,0,0,0,10,-5,0,10,0,0,0,0,0,0,0,0,0,0,20,40,0,0,-40,-20,-5,20,40,80,80,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,0,0,0,0,5,0,5,0,-5,0,20,0,0,0,,,,
,-60,Clean,Basic clean,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,5,2.5,0,5,5,5,0,0,-40,-10,20,10,20,-10,-10,-10,0,5,40,10,5,5,10,20,-10,-20,10,0,0,0,5,0,0,0,0,5,5,0,0,0,0,5,-40,-20,-20,-10,-10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20,0,-10,0,0,-10,-5,-10,-20,-20,0,5,-5,-40,-40,-40,-20,5,-20,5,0,0,0,-5,-10,-5,0,0,0,-10,5,5,-20,5,0,0,0,0,0,0,0,0,0,0,0,0,-20,-10,-5,10,-20,5,5,0,10,0,-5,0,10,-20,-10,0,-5,10,-10,10,0,5,-10,-40,,,,
Banned product,-80,,Grease-free,1,,0,0,0,0,0,-5,-2.5,0,2.5,5,7.5,10,20,10,0,-5,-10,10,0,-5,-20,-40,-40,-20,-10,5,20,40,20,80,-10,-5,0,20,40,20,40,5,-10,-40,-5,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,-20,-10,-5,-5,-5,0,0,0,0,0,0,0,-0.125,-0.109375,-0.09375,-0.0625,-0.03125,0,-0.25,-0.21875,-0.1875,-0.125,-0.0625,0,0,0,0,0,0,0,-10,-20,-10,0,0,-5,-10,-10,-40,-20,0,0,40,-20,-20,-40,-10,-5,-40,40,0,10,-5,-10,-20,-10,10,0,0,-10,10,20,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,-10,-10,0,-10,0,0,-20,0,20,-10,-10,5,-10,-20,40,-10,0,-10,0,10,0,-10,-20,,,,
,,Shape,Straight  GENERIC,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,10,-5,40,20,10,5,-10,40,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,40,-40,0,0,0,0,0,0,-40,40,0,0,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,,,Waves/Curls Creation,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,-10,-10,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,-5,40,20,10,5,-10,40,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20,0,0,0,0,0,-20,0,0,0,0,0,0,0,0,0,0,0,-40,40,0,0,0,0,0,0,40,-40,0,0,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,,,Waves/Curls Definition,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-40,5,10,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,5,0,0,0,0,0,40,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,-5,40,0,0,0,10,0,-5,40,-40,0,0,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,,,Strong Medium Hold,1,,0,0,0,0,0,10,7.5,5,2.5,0,-2.5,-5,20,12.5,5,12.5,20,5,5,10,15,20,5,0,0,10,0,-10,-10,0,10,5,0,5,10,10,10,-5,0,0,0,0,0,0,0,10,0,5,0,0,-10,10,10,10,5,-5,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,5,20,5,20,0,0,0,0,-10,0,20,5,0,0,0,-10,0,10,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,,,Light Hold,1,,0,0,0,0,0,5,2.5,0,2.5,5,12.5,20,5,5,5,0,-5,10,10,5,-5,-10,20,10,0,5,0,5,5,0,0,5,10,5,0,0,0,10,20,10,0,0,0,0,0,5,0,0,0,0,-10,20,10,5,0,-5,20,20,10,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,5,5,5,0,0,0,0,20,20,5,5,0,0,0,10,0,0,0,0,5,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,,,Volume up (roots),1,,0,0,0,0,0,-5,-2.5,0,2.5,5,7.5,10,10,2.5,-5,-7.5,-10,5,0,-5,-20,-40,-10,-5,0,0,10,20,40,40,-10,-5,0,10,40,10,10,0,-5,-10,0,0,0,5,10,5,0,0,-10,-20,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,-10,0,5,20,0,0,-20,0,0,0,20,0,0,0,0,0,-80,80,0,0,0,0,0,0,0,10,0,0,40,10,-40,-40,0,0,0,5,5,10,20,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,10,0,0,5,0,0,20,0,0,-5,0,40,0,0,0,,,,
,,,Volume (Body),1,,0,0,0,0,0,-5,-2.5,0,0,0,2.5,5,20,7.5,-5,-7.5,-10,5,0,-5,-20,-40,-10,-5,0,0,5,10,20,20,-10,-5,0,10,40,10,10,0,-5,-10,0,0,0,5,10,10,0,0,-10,-20,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,-10,0,5,10,0,0,-20,0,0,0,10,0,0,0,0,0,-80,40,0,10,0,0,0,0,0,0,0,0,20,20,-40,-20,0,0,0,5,5,10,20,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,10,0,0,5,0,0,0,0,0,-5,0,20,0,0,0,,,,
,,Smooth & Shine,Shine,1,,0,0,0,0,0,0,2.5,5,7.5,10,15,20,10,7.5,5,7.5,10,0,0,5,10,20,0,0,0,0,0,-10,5,-10,0,0,0,0,-10,10,0,0,0,0,0,0,0,0,0,10,0,5,5,0,0,10,5,5,0,0,10,10,10,5,5,0,16,14,12,8,4,0,0.5,0.4375,0.375,0.25,0.125,0,0.5,0.4375,0.375,0.25,0.125,0,8,7,6,4,2,0,10,10,10,0,10,0,80,10,0,20,0,0,-10,0,0,0,0,0,5,5,10,20,0,80,10,10,0,0,10,10,0,0,0,0,0,0,0,0,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,,,Smooth,1,,0,0,0,0,0,0,0,0,2.5,5,7.5,10,0,2.5,5,7.5,10,0,0,5,10,20,10,5,0,0,0,-5,0,-10,10,5,0,0,-10,0,0,0,0,0,0,0,0,0,0,10,0,5,5,0,0,10,5,5,0,0,10,10,10,5,5,0,4,3.5,3,2,1,0,0.25,0.21875,0.1875,0.125,0.0625,0,0.25,0.21875,0.1875,0.125,0.0625,0,2,1.75,1.5,1,0.5,0,10,20,40,0,10,0,20,10,20,0,0,0,0,0,0,0,0,0,0,0,20,5,0,20,40,80,10,10,20,40,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,
